system,run,tenant_id,offered_work,completed_iterations,t_start_epoch_s,first_progress_s,slowdown,normalized_progress,mult_min,mult_p50,mult_max,iters_sin_espera,longest_no_progress_s,correctness,multiplicadores
ucx_gpudirect,run_ucx_gpudirect_n8_r11,8,poses=65536;prot=938;lig=26,10,1785288647,0.591,5.124,0.1952,1.0,4.0,13.0,1,3.543,valid=true;max_diff_%=0.014,2.0 3.0 2.0 4.0 5.0 4.0 13.0 8.0 1.0 4.0
ucx_gpudirect,run_ucx_gpudirect_n8_r12,1,poses=65536;prot=938;lig=26,10,1785288669,0.295,1.001,0.9994,1.0,1.0,1.0,10,0.0,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r12,2,poses=65536;prot=938;lig=26,10,1785288670,1.773,4.25,0.2353,1.0,3.5,10.0,1,2.658,valid=true;max_diff_%=0.014,6.0 4.0 3.0 6.0 10.0 6.0 3.0 3.0 1.0 2.0
ucx_gpudirect,run_ucx_gpudirect_n8_r12,3,poses=65536;prot=938;lig=26,10,1785288670,1.476,4.124,0.2425,1.0,4.5,9.0,1,2.362,valid=true;max_diff_%=0.014,5.0 6.0 9.0 1.0 5.0 5.0 2.0 4.0 4.0 3.0
ucx_gpudirect,run_ucx_gpudirect_n8_r12,4,poses=65536;prot=938;lig=26,10,1785288670,0.295,3.375,0.2963,1.0,3.0,6.0,1,1.476,valid=true;max_diff_%=0.014,1.0 3.0 2.0 2.0 2.0 3.0 4.0 3.0 6.0 5.0
ucx_gpudirect,run_ucx_gpudirect_n8_r12,5,poses=65536;prot=938;lig=26,10,1785288670,0.886,3.5,0.2857,1.0,3.5,7.0,2,1.772,valid=true;max_diff_%=0.014,3.0 4.0 1.0 3.0 5.0 5.0 2.0 1.0 7.0 4.0
ucx_gpudirect,run_ucx_gpudirect_n8_r12,6,poses=65536;prot=938;lig=26,10,1785288671,1.772,3.624,0.2759,1.0,3.5,7.0,1,1.772,valid=true;max_diff_%=0.014,6.0 6.0 7.0 7.0 2.0 1.0 2.0 4.0 3.0 3.0
ucx_gpudirect,run_ucx_gpudirect_n8_r12,7,poses=65536;prot=938;lig=26,10,1785288671,1.773,4.125,0.2425,2.0,4.5,8.0,0,2.067,valid=true;max_diff_%=0.014,6.0 4.0 2.0 8.0 5.0 5.0 5.0 2.0 4.0 2.0
ucx_gpudirect,run_ucx_gpudirect_n8_r12,8,poses=65536;prot=938;lig=26,10,1785288670,0.591,2.875,0.3479,1.0,2.0,6.0,1,1.476,valid=true;max_diff_%=0.014,2.0 1.0 2.0 2.0 2.0 2.0 3.0 3.0 3.0 6.0
ucx_gpudirect,run_ucx_gpudirect_n8_r13,1,poses=65536;prot=938;lig=26,10,1785288696,0.296,2.25,0.4445,1.0,1.0,5.0,7,1.181,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 5.0 3.0 5.0
ucx_gpudirect,run_ucx_gpudirect_n8_r13,2,poses=65536;prot=938;lig=26,10,1785288694,0.295,1.001,0.9993,1.0,1.0,1.0,10,0.0,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r13,3,poses=65536;prot=938;lig=26,10,1785288694,2.068,4.499,0.2223,1.0,4.0,11.0,1,2.953,valid=true;max_diff_%=0.014,7.0 2.0 11.0 3.0 5.0 5.0 1.0 2.0 6.0 3.0
ucx_gpudirect,run_ucx_gpudirect_n8_r13,4,poses=65536;prot=938;lig=26,10,1785288695,1.476,4.999,0.2,1.0,5.0,12.0,1,3.248,valid=true;max_diff_%=0.014,5.0 7.0 1.0 6.0 6.0 4.0 5.0 12.0 4.0 2.0
ucx_gpudirect,run_ucx_gpudirect_n8_r13,5,poses=65536;prot=938;lig=26,10,1785288696,1.773,4.624,0.2162,1.0,4.5,16.0,3,4.429,valid=true;max_diff_%=0.014,6.0 6.0 6.0 7.0 16.0 1.0 3.0 2.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r13,6,poses=65536;prot=938;lig=26,10,1785288696,0.886,3.25,0.3077,1.0,3.0,6.0,4,1.478,valid=true;max_diff_%=0.014,3.0 1.0 1.0 1.0 3.0 6.0 1.0 6.0 3.0 5.0
ucx_gpudirect,run_ucx_gpudirect_n8_r13,7,poses=65536;prot=938;lig=26,10,1785288696,1.181,4.875,0.2051,2.0,5.0,7.0,0,1.773,valid=true;max_diff_%=0.014,4.0 5.0 7.0 5.0 5.0 4.0 5.0 5.0 6.0 2.0
ucx_gpudirect,run_ucx_gpudirect_n8_r13,8,poses=65536;prot=938;lig=26,10,1785288696,1.476,4.374,0.2286,2.0,4.5,9.0,0,2.362,valid=true;max_diff_%=0.014,5.0 7.0 4.0 9.0 5.0 4.0 2.0 2.0 4.0 5.0
ucx_gpudirect,run_ucx_gpudirect_n8_r14,1,poses=65536;prot=938;lig=26,10,1785288720,1.772,4.25,0.2353,2.0,4.5,8.0,0,2.067,valid=true;max_diff_%=0.014,6.0 8.0 4.0 6.0 4.0 5.0 6.0 4.0 3.0 2.0
ucx_gpudirect,run_ucx_gpudirect_n8_r14,2,poses=65536;prot=938;lig=26,10,1785288721,0.591,4.75,0.2105,2.0,4.5,8.0,0,2.067,valid=true;max_diff_%=0.014,2.0 4.0 4.0 3.0 5.0 8.0 6.0 5.0 2.0 5.0
ucx_gpudirect,run_ucx_gpudirect_n8_r14,3,poses=65536;prot=938;lig=26,10,1785288720,0.295,5.0,0.2,1.0,5.0,8.0,1,2.068,valid=true;max_diff_%=0.014,1.0 5.0 4.0 5.0 7.0 8.0 7.0 5.0 2.0 2.0
ucx_gpudirect,run_ucx_gpudirect_n8_r14,4,poses=65536;prot=938;lig=26,10,1785288719,0.295,1.001,0.9993,1.0,1.0,1.0,10,0.0,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r14,5,poses=65536;prot=938;lig=26,10,1785288721,1.477,4.625,0.2162,1.0,5.0,9.0,1,2.362,valid=true;max_diff_%=0.014,5.0 7.0 2.0 6.0 2.0 5.0 9.0 9.0 3.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r14,6,poses=65536;prot=938;lig=26,10,1785288720,1.476,3.75,0.2666,1.0,4.5,7.0,2,1.773,valid=true;max_diff_%=0.014,5.0 7.0 5.0 7.0 2.0 6.0 4.0 4.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r14,7,poses=65536;prot=938;lig=26,10,1785288721,0.295,3.624,0.2759,1.0,2.0,8.0,4,2.067,valid=true;max_diff_%=0.014,1.0 1.0 1.0 2.0 1.0 2.0 5.0 8.0 2.0 8.0
ucx_gpudirect,run_ucx_gpudirect_n8_r14,8,poses=65536;prot=938;lig=26,10,1785288720,0.296,1.0,0.9997,1.0,1.0,1.0,10,0.0,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r15,1,poses=65536;prot=938;lig=26,10,1785288744,0.295,1.001,0.9994,1.0,1.0,1.0,10,0.001,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r15,2,poses=65536;prot=938;lig=26,10,1785288746,1.183,3.75,0.2667,2.0,4.5,6.0,0,1.476,valid=true;max_diff_%=0.014,4.0 5.0 2.0 2.0 5.0 6.0 5.0 5.0 3.0 2.0
ucx_gpudirect,run_ucx_gpudirect_n8_r15,3,poses=65536;prot=938;lig=26,10,1785288745,0.591,3.0,0.3333,1.0,3.0,6.0,2,1.477,valid=true;max_diff_%=0.014,2.0 3.0 1.0 1.0 3.0 3.0 6.0 3.0 4.0 3.0
ucx_gpudirect,run_ucx_gpudirect_n8_r15,4,poses=65536;prot=938;lig=26,10,1785288745,1.477,4.25,0.2353,1.0,4.5,9.0,1,2.362,valid=true;max_diff_%=0.014,5.0 4.0 1.0 5.0 6.0 5.0 2.0 9.0 2.0 4.0
ucx_gpudirect,run_ucx_gpudirect_n8_r15,5,poses=65536;prot=938;lig=26,10,1785288745,0.886,4.375,0.2286,1.0,4.0,11.0,2,2.953,valid=true;max_diff_%=0.014,3.0 5.0 4.0 1.0 6.0 4.0 1.0 4.0 4.0 11.0
ucx_gpudirect,run_ucx_gpudirect_n8_r15,6,poses=65536;prot=938;lig=26,10,1785288745,0.296,2.375,0.4211,1.0,2.0,6.0,4,1.476,valid=true;max_diff_%=0.014,1.0 2.0 1.0 1.0 6.0 1.0 2.0 2.0 4.0 2.0
ucx_gpudirect,run_ucx_gpudirect_n8_r15,7,poses=65536;prot=938;lig=26,10,1785288746,1.181,2.875,0.3478,1.0,3.5,11.0,2,2.953,valid=true;max_diff_%=0.014,4.0 11.0 2.0 5.0 4.0 3.0 3.0 4.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r15,8,poses=65536;prot=938;lig=26,10,1785288746,0.295,3.125,0.32,1.0,3.0,8.0,2,2.067,valid=true;max_diff_%=0.014,1.0 6.0 2.0 2.0 1.0 8.0 3.0 3.0 3.0 3.0
ucx_gpudirect,run_ucx_gpudirect_n8_r2,1,poses=65536;prot=938;lig=26,10,1785288422,2.362,3.874,0.2581,1.0,4.5,8.0,1,2.067,valid=true;max_diff_%=0.014,8.0 6.0 5.0 7.0 3.0 5.0 4.0 4.0 1.0 2.0
ucx_gpudirect,run_ucx_gpudirect_n8_r2,2,poses=65536;prot=938;lig=26,10,1785288420,0.295,1.0,0.9996,1.0,1.0,1.0,10,0.0,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r2,3,poses=65536;prot=938;lig=26,10,1785288420,0.295,1.0,0.9995,1.0,1.0,1.0,10,0.0,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r2,4,poses=65536;prot=938;lig=26,10,1785288421,0.295,2.625,0.381,1.0,1.5,6.0,5,1.476,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 2.0 3.0 4.0 3.0 6.0
ucx_gpudirect,run_ucx_gpudirect_n8_r2,5,poses=65536;prot=938;lig=26,10,1785288422,0.886,4.374,0.2286,2.0,4.0,6.0,0,1.476,valid=true;max_diff_%=0.014,3.0 4.0 2.0 4.0 6.0 5.0 4.0 6.0 4.0 4.0
ucx_gpudirect,run_ucx_gpudirect_n8_r2,6,poses=65536;prot=938;lig=26,10,1785288421,0.591,3.249,0.3077,1.0,2.5,6.0,3,1.476,valid=true;max_diff_%=0.014,2.0 1.0 1.0 2.0 3.0 1.0 6.0 4.0 6.0 3.0
ucx_gpudirect,run_ucx_gpudirect_n8_r2,7,poses=65536;prot=938;lig=26,10,1785288422,0.886,4.249,0.2353,3.0,4.0,7.0,0,1.772,valid=true;max_diff_%=0.014,3.0 5.0 4.0 5.0 4.0 4.0 3.0 7.0 3.0 4.0
ucx_gpudirect,run_ucx_gpudirect_n8_r2,8,poses=65536;prot=938;lig=26,10,1785288423,2.067,2.875,0.3479,1.0,3.5,7.0,1,1.772,valid=true;max_diff_%=0.014,7.0 6.0 1.0 4.0 4.0 3.0 2.0 4.0 2.0 3.0
ucx_gpudirect,run_ucx_gpudirect_n8_r3,1,poses=65536;prot=938;lig=26,10,1785288445,0.295,1.001,0.9994,1.0,1.0,1.0,10,0.001,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r3,2,poses=65536;prot=938;lig=26,10,1785288447,1.772,4.499,0.2223,1.0,4.5,7.0,1,1.772,valid=true;max_diff_%=0.014,6.0 4.0 4.0 6.0 5.0 4.0 7.0 6.0 1.0 3.0
