workload,system,variante,N,mode,seed,tenants_presentes,trabajo_identico,start_spread_s,tenants_exit_no_cero,tenants_incorrectos,jain_int,peor_slowdown_int,mediana_slowdown_int,ratio_lento_rapido_int,cv_int,cohort_time_int,jain_wall,peor_slowdown_wall,mediana_slowdown_wall,ratio_lento_rapido_wall,cv_wall,cohort_time_wall
babelstream,ucx_host_rma,,8,stagger,20,8,True,14.007,0,0,0.9814,6.18,5.844,1.504,0.1375,0.015,0.9893,5.772,5.622,1.356,0.1038,70.462
babelstream,ucx_host_rma,,8,stagger,21,8,True,14.017,0,0,0.9865,6.282,5.847,1.444,0.1171,0.015,0.9902,5.748,5.603,1.335,0.0997,70.173
babelstream,ucx_host_rma,,8,stagger,22,8,True,14.011,0,0,0.9816,6.499,5.968,1.501,0.1368,0.016,0.9909,5.75,5.596,1.325,0.0961,70.19
babelstream,ucx_host_rma,,8,stagger,23,8,True,14.01,0,0,0.9824,6.15,5.812,1.488,0.1338,0.015,0.9892,5.721,5.584,1.354,0.1046,69.844
babelstream,ucx_host_rma,,8,stagger,24,8,True,13.999,0,0,0.9868,6.463,6.159,1.408,0.1158,0.015,0.99,5.719,5.582,1.336,0.1007,69.811
babelstream,ucx_host_rma,,8,sync,00,8,True,0.002,0,0,0.9892,7.173,6.824,1.284,0.1044,0.017,0.9999,6.599,6.582,1.034,0.0112,80.555
babelstream,ucx_host_rma,,8,sync,01,8,True,0.002,0,0,0.9983,7.482,6.704,1.174,0.041,0.018,1.0,6.617,6.608,1.015,0.0049,80.775
babelstream,ucx_host_rma,,8,sync,02,8,True,0.002,0,0,0.989,7.602,7.59,1.333,0.1053,0.018,1.0,6.684,6.65,1.013,0.0042,81.594
babelstream,ucx_host_rma,,8,sync,03,8,True,0.001,0,0,0.9971,6.643,6.603,1.168,0.0537,0.016,1.0,6.633,6.608,1.015,0.0047,80.978
babelstream,ucx_host_rma,,8,sync,04,8,True,0.002,0,0,1.0,7.948,7.939,1.002,0.0009,0.019,1.0,6.667,6.651,1.01,0.0035,81.393
cloverleaf,baremetal,,2,sync,00,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.168,2.168,1.0,0.0,28.673
cloverleaf,baremetal,,2,sync,01,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.184,2.184,1.0,0.0,28.881
cloverleaf,baremetal,,2,sync,02,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.169,2.169,1.0,0.0,28.676
cloverleaf,baremetal,,2,sync,03,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.169,2.169,1.0,0.0,28.677
cloverleaf,baremetal,,2,sync,04,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.184,2.184,1.0,0.0,28.878
cloverleaf,baremetal,,4,sync,00,4,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,4.333,4.333,1.004,0.0015,57.296
cloverleaf,baremetal,,4,sync,01,4,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,4.302,4.302,1.004,0.0016,56.879
cloverleaf,baremetal,,4,sync,02,4,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,4.317,4.302,1.007,0.0025,57.08
cloverleaf,baremetal,,4,sync,03,4,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,4.332,4.317,1.004,0.0015,57.285
cloverleaf,baremetal,,4,sync,04,4,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,4.302,4.302,1.004,0.0016,56.884
cloverleaf,baremetal,,8,stagger,20,8,False,14.006,0,0,missing,missing,missing,missing,missing,,0.9948,7.755,7.613,1.244,0.0724,102.536
cloverleaf,baremetal,,8,stagger,21,8,False,14.009,0,0,missing,missing,missing,missing,missing,,0.9951,7.756,7.626,1.234,0.0701,102.557
cloverleaf,baremetal,,8,stagger,22,8,False,14.013,0,0,missing,missing,missing,missing,missing,,0.9949,7.741,7.603,1.241,0.0718,102.352
cloverleaf,baremetal,,8,stagger,23,8,False,14.012,0,0,missing,missing,missing,missing,missing,,0.9949,7.74,7.607,1.239,0.0714,102.346
cloverleaf,baremetal,,8,stagger,24,8,False,14.005,0,0,missing,missing,missing,missing,missing,,0.9949,7.753,7.622,1.24,0.0716,102.513
cloverleaf,baremetal,,8,sync,00,8,False,0.02,0,0,missing,missing,missing,missing,missing,,1.0,8.602,8.587,1.006,0.0018,113.747
cloverleaf,baremetal,,8,sync,01,8,False,0.002,0,0,missing,missing,missing,missing,missing,,1.0,8.588,8.588,1.005,0.0018,113.551
cloverleaf,baremetal,,8,sync,02,8,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,8.603,8.588,1.005,0.0018,113.753
cloverleaf,baremetal,,8,sync,03,8,False,0.002,0,0,missing,missing,missing,missing,missing,,1.0,8.618,8.603,1.004,0.0016,113.958
cloverleaf,baremetal,,8,sync,04,8,False,0.002,0,0,missing,missing,missing,missing,missing,,1.0,8.571,8.556,1.011,0.0035,113.336
cloverleaf,baremetal_mps,,2,sync,00,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.047,2.039,1.008,0.0038,27.049
cloverleaf,baremetal_mps,,2,sync,01,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.046,2.038,1.008,0.0038,27.042
cloverleaf,baremetal_mps,,2,sync,02,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.031,2.031,1.0,0.0,26.845
cloverleaf,baremetal_mps,,2,sync,03,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.031,2.031,1.0,0.0,26.842
cloverleaf,baremetal_mps,,2,sync,04,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.031,2.031,1.0,0.0,26.837
cloverleaf,baremetal_mps,,4,sync,00,4,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,4.227,4.227,1.0,0.0,55.863
cloverleaf,baremetal_mps,,4,sync,01,4,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,4.227,4.219,1.004,0.0018,55.861
cloverleaf,baremetal_mps,,4,sync,02,4,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,4.227,4.219,1.011,0.0045,55.861
cloverleaf,baremetal_mps,,4,sync,03,4,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,4.211,4.211,1.004,0.0016,55.657
cloverleaf,baremetal_mps,,4,sync,04,4,False,0.02,0,0,missing,missing,missing,missing,missing,,1.0,4.226,4.218,1.004,0.0017,55.86
cloverleaf,baremetal_mps,,8,stagger,20,8,False,14.019,0,0,missing,missing,missing,missing,missing,,0.9949,7.863,7.687,1.245,0.0719,103.927
cloverleaf,baremetal_mps,,8,stagger,21,8,False,13.991,0,0,missing,missing,missing,missing,missing,,0.9949,7.852,7.682,1.242,0.0715,103.782
cloverleaf,baremetal_mps,,8,stagger,22,8,False,14.016,0,0,missing,missing,missing,missing,missing,,0.9954,7.868,7.681,1.233,0.0682,103.982
cloverleaf,baremetal_mps,,8,stagger,23,8,False,14.011,0,0,missing,missing,missing,missing,missing,,0.9952,7.866,7.681,1.236,0.0691,103.96
cloverleaf,baremetal_mps,,8,stagger,24,8,False,14.021,0,0,missing,missing,missing,missing,missing,,0.9951,7.85,7.682,1.237,0.0699,103.757
cloverleaf,baremetal_mps,,8,sync,00,8,False,0.002,0,0,missing,missing,missing,missing,missing,,1.0,8.713,8.697,1.004,0.0011,115.151
cloverleaf,baremetal_mps,,8,sync,01,8,False,0.002,0,0,missing,missing,missing,missing,missing,,1.0,8.713,8.697,1.011,0.0032,115.153
cloverleaf,baremetal_mps,,8,sync,02,8,False,0.002,0,0,missing,missing,missing,missing,missing,,1.0,8.711,8.711,1.004,0.0012,115.134
cloverleaf,baremetal_mps,,8,sync,03,8,False,0.002,0,0,missing,missing,missing,missing,missing,,1.0,8.713,8.697,1.004,0.0011,115.151
cloverleaf,baremetal_mps,,8,sync,04,8,False,0.002,0,0,missing,missing,missing,missing,missing,,1.0,8.713,8.698,1.004,0.0011,115.157
cloverleaf,baremetal_mps,previo,2,sync,00,2,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,2.046,2.038,1.008,0.0038,27.051
cloverleaf,baremetal_mps,previo,2,sync,01,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.03,2.03,1.0,0.0,26.847
cloverleaf,baremetal_mps,previo,2,sync,02,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.03,2.03,1.0,0.0,26.847
cloverleaf,baremetal_mps,previo,2,sync,03,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.03,2.03,1.0,0.0,26.846
cloverleaf,baremetal_mps,previo,2,sync,04,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.031,2.031,1.0,0.0,26.852
cloverleaf,baremetal_mps,previo,4,sync,00,4,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,4.225,4.21,1.004,0.0016,55.869
cloverleaf,baremetal_mps,previo,4,sync,01,4,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,4.225,4.21,1.004,0.0016,55.867
cloverleaf,baremetal_mps,previo,4,sync,02,4,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,4.21,4.21,1.007,0.0032,55.675
cloverleaf,baremetal_mps,previo,4,sync,03,4,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,4.225,4.225,1.004,0.0016,55.87
cloverleaf,baremetal_mps,previo,4,sync,04,4,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,4.225,4.225,1.0,0.0,55.873
cloverleaf,baremetal_mps,previo,8,stagger,20,8,False,14.004,0,0,missing,missing,missing,missing,missing,,0.9951,7.844,7.684,1.235,0.0698,103.718
cloverleaf,baremetal_mps,previo,8,stagger,21,8,False,14.02,0,0,missing,missing,missing,missing,missing,,0.9952,7.845,7.687,1.234,0.0693,103.736
cloverleaf,baremetal_mps,previo,8,stagger,22,8,False,14.01,0,0,missing,missing,missing,missing,missing,,0.9949,7.844,7.671,1.243,0.0715,103.718
cloverleaf,baremetal_mps,previo,8,stagger,23,8,False,13.992,0,0,missing,missing,missing,missing,missing,,0.995,7.845,7.687,1.238,0.0706,103.742
cloverleaf,baremetal_mps,previo,8,stagger,24,8,False,14.003,0,0,missing,missing,missing,missing,missing,,0.9951,7.848,7.688,1.238,0.0704,103.775
cloverleaf,baremetal_mps,previo,8,sync,00,8,False,0.002,0,0,missing,missing,missing,missing,missing,,1.0,8.71,8.71,1.004,0.0013,115.177
cloverleaf,baremetal_mps,previo,8,sync,01,8,False,0.002,0,0,missing,missing,missing,missing,missing,,1.0,8.696,8.688,1.016,0.0051,114.989
cloverleaf,baremetal_mps,previo,8,sync,02,8,False,0.002,0,0,missing,missing,missing,missing,missing,,0.9998,8.678,8.678,1.042,0.0138,114.754
cloverleaf,baremetal_mps,previo,8,sync,03,8,False,0.002,0,0,missing,missing,missing,missing,missing,,1.0,8.71,8.694,1.011,0.0031,115.174
cloverleaf,baremetal_mps,previo,8,sync,04,8,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,8.71,8.695,1.005,0.0016,115.179
cloverleaf,gusto_am,,2,sync,00,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.013,2.013,1.0,0.0,29.497
cloverleaf,gusto_am,,2,sync,01,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,1.998,1.998,1.0,0.0,29.287
cloverleaf,gusto_am,,2,sync,02,2,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,1.985,1.978,1.007,0.0035,29.083
cloverleaf,gusto_am,,2,sync,03,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,1.985,1.978,1.007,0.0035,29.085
cloverleaf,gusto_am,,2,sync,04,2,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,1.999,1.999,1.0,0.0,29.292
cloverleaf,gusto_am,,4,sync,00,4,False,0.001,0,0,missing,missing,missing,missing,missing,,0.9999,4.076,3.972,1.032,0.0121,59.732
cloverleaf,gusto_am,,4,sync,01,4,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,4.09,4.083,1.01,0.0042,59.94
cloverleaf,gusto_am,,4,sync,02,4,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,4.09,4.083,1.007,0.0028,59.943
cloverleaf,gusto_am,,4,sync,03,4,False,0.001,0,0,missing,missing,missing,missing,missing,,0.9999,4.062,4.055,1.017,0.0071,59.529
cloverleaf,gusto_am,,4,sync,04,4,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,4.09,4.083,1.003,0.0017,59.933
cloverleaf,gusto_am,,8,stagger,20,8,False,14.011,0,0,missing,missing,missing,missing,missing,,0.9967,7.622,7.454,1.196,0.0576,111.694
cloverleaf,gusto_am,,8,stagger,21,8,False,14.003,0,0,missing,missing,missing,missing,missing,,0.9962,7.629,7.44,1.213,0.0614,111.806
cloverleaf,gusto_am,,8,stagger,22,8,False,14.002,0,0,missing,missing,missing,missing,missing,,0.9968,7.583,7.457,1.188,0.0564,111.125
cloverleaf,gusto_am,,8,stagger,23,8,False,14.017,0,0,missing,missing,missing,missing,missing,,0.9973,7.578,7.422,1.175,0.0521,111.057
cloverleaf,gusto_am,,8,stagger,24,8,False,14.014,0,0,missing,missing,missing,missing,missing,,0.9953,7.572,7.429,1.23,0.0686,110.963
cloverleaf,gusto_am,,8,sync,00,8,False,0.002,0,0,missing,missing,missing,missing,missing,,0.9999,8.372,8.351,1.026,0.0082,122.683
cloverleaf,gusto_am,,8,sync,01,8,False,0.002,0,0,missing,missing,missing,missing,missing,,0.9999,8.428,8.4,1.025,0.0077,123.505
cloverleaf,gusto_am,,8,sync,02,8,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,8.413,8.406,1.017,0.0053,123.293
cloverleaf,gusto_am,,8,sync,03,8,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,8.4,8.386,1.019,0.0059,123.097
cloverleaf,gusto_am,,8,sync,04,8,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,8.386,8.309,1.012,0.0036,122.887
cloverleaf,results_prefix_tcp,,8,seed01,01,8,False,0.001,0,0,missing,missing,missing,missing,missing,,missing,missing,missing,missing,missing,
cloverleaf,results_prefix_tcp,,8,seed02,02,8,False,0.002,0,0,missing,missing,missing,missing,missing,,missing,missing,missing,missing,missing,
cloverleaf,results_prefix_tcp,,8,seed03,03,8,False,0.001,0,0,missing,missing,missing,missing,missing,,missing,missing,missing,missing,missing,
cloverleaf,results_prefix_tcp,,8,seed04,04,8,False,0.001,0,0,missing,missing,missing,missing,missing,,missing,missing,missing,missing,missing,
cloverleaf,results_tcp_modon_parcial,,2,sync,00,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.079,2.067,1.012,0.006,101.546
cloverleaf,results_tcp_modon_parcial,,2,sync,01,2,False,0.0,0,0,missing,missing,missing,missing,missing,,0.9999,1.972,1.956,1.017,0.0084,96.317
cloverleaf,results_tcp_modon_parcial,,2,sync,02,2,False,0.0,0,0,missing,missing,missing,missing,missing,,0.9998,2.184,2.155,1.027,0.0135,106.651
cloverleaf,results_tcp_modon_parcial,,2,sync,03,2,False,0.0,0,0,missing,missing,missing,missing,missing,,0.9999,1.921,1.906,1.015,0.0076,93.83
cloverleaf,results_tcp_modon_parcial,,2,sync,04,2,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,2.113,2.102,1.01,0.005,103.197
cloverleaf,results_tcp_modon_parcial,,4,sync,00,4,False,0.021,0,0,missing,missing,missing,missing,missing,,0.9983,4.67,4.537,1.105,0.0412,228.097
cloverleaf,results_tcp_modon_parcial,,4,sync,01,4,False,0.001,0,0,missing,missing,missing,missing,missing,,0.9942,4.621,4.441,1.211,0.0764,225.68
cloverleaf,results_tcp_modon_parcial,,4,sync,02,4,False,0.001,0,0,missing,missing,missing,missing,missing,,0.9993,4.671,4.581,1.063,0.0255,228.134
cloverleaf,results_tcp_modon_parcial,,4,sync,03,4,False,0.002,0,0,missing,missing,missing,missing,missing,,0.9988,4.779,4.766,1.082,0.0341,233.406
cloverleaf,results_tcp_modon_parcial,,4,sync,04,4,False,0.001,0,0,missing,missing,missing,missing,missing,,0.9977,4.545,4.524,1.118,0.0482,222.004
cloverleaf,results_tcp_modon_parcial,,8,stagger,20,8,False,14.011,0,0,missing,missing,missing,missing,missing,,0.9921,10.194,9.756,1.309,0.0895,497.885
cloverleaf,results_tcp_modon_parcial,,8,stagger,21,8,False,14.012,0,0,missing,missing,missing,missing,missing,,0.9841,9.358,9.112,1.426,0.1269,457.072
cloverleaf,results_tcp_modon_parcial,,8,stagger,22,8,False,14.015,0,0,missing,missing,missing,missing,missing,,0.9963,9.431,9.262,1.182,0.0611,460.628
cloverleaf,results_tcp_modon_parcial,,8,stagger,23,8,False,14.011,0,0,missing,missing,missing,missing,missing,,0.9984,9.968,9.548,1.132,0.0402,486.863
cloverleaf,results_tcp_modon_parcial,,8,stagger,24,8,False,13.995,0,0,missing,missing,missing,missing,missing,,0.9964,9.313,8.838,1.18,0.0601,454.895
cloverleaf,results_tcp_modon_parcial,,8,sync,00,8,False,0.002,0,0,missing,missing,missing,missing,missing,,0.9975,9.267,9.017,1.159,0.0503,452.605
cloverleaf,results_tcp_modon_parcial,,8,sync,02,8,False,0.002,0,0,missing,missing,missing,missing,missing,,0.9984,10.387,10.184,1.13,0.0397,507.327
cloverleaf,results_tcp_modon_parcial,,8,sync,03,8,False,0.002,0,0,missing,missing,missing,missing,missing,,0.9415,9.627,9.448,1.868,0.2493,470.204
cloverleaf,results_tcp_modon_parcial,,8,sync,04,8,False,0.002,0,0,missing,missing,missing,missing,missing,,0.9983,9.952,9.541,1.144,0.0408,486.071
cloverleaf,tcp,,2,sync,00,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.399,2.384,1.012,0.006,101.546
cloverleaf,tcp,,2,sync,01,2,False,0.0,0,0,missing,missing,missing,missing,missing,,0.9999,2.275,2.256,1.017,0.0084,96.317
cloverleaf,tcp,,2,sync,02,2,False,0.0,0,0,missing,missing,missing,missing,missing,,0.9998,2.519,2.486,1.027,0.0135,106.651
cloverleaf,tcp,,2,sync,03,2,False,0.0,0,0,missing,missing,missing,missing,missing,,0.9999,2.216,2.2,1.015,0.0076,93.83
cloverleaf,tcp,,2,sync,04,2,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,2.438,2.426,1.01,0.005,103.197
cloverleaf,tcp,,4,sync,00,4,False,0.021,0,0,missing,missing,missing,missing,missing,,0.9983,5.388,5.234,1.105,0.0412,228.097
cloverleaf,tcp,,4,sync,01,4,False,0.001,0,0,missing,missing,missing,missing,missing,,0.9942,5.331,5.124,1.211,0.0764,225.68
cloverleaf,tcp,,4,sync,02,4,False,0.001,0,0,missing,missing,missing,missing,missing,,0.9993,5.389,5.285,1.063,0.0255,228.134
cloverleaf,tcp,,4,sync,03,4,False,0.002,0,0,missing,missing,missing,missing,missing,,0.9988,5.513,5.499,1.082,0.0341,233.406
cloverleaf,tcp,,4,sync,04,4,False,0.001,0,0,missing,missing,missing,missing,missing,,0.9977,5.244,5.22,1.118,0.0482,222.004
cloverleaf,tcp,,8,stagger,20,8,False,14.011,0,0,missing,missing,missing,missing,missing,,0.9921,11.761,11.256,1.309,0.0895,497.885
cloverleaf,tcp,,8,stagger,21,8,False,14.012,0,0,missing,missing,missing,missing,missing,,0.9841,10.797,10.513,1.426,0.1269,457.072
cloverleaf,tcp,,8,stagger,22,8,False,14.015,0,0,missing,missing,missing,missing,missing,,0.9963,10.881,10.685,1.182,0.0611,460.628
cloverleaf,tcp,,8,stagger,23,8,False,14.011,0,0,missing,missing,missing,missing,missing,,0.9984,11.5,11.016,1.132,0.0402,486.863
cloverleaf,tcp,,8,stagger,24,8,False,13.995,0,0,missing,missing,missing,missing,missing,,0.9964,10.745,10.197,1.18,0.0601,454.895
cloverleaf,tcp,,8,sync,00,8,False,0.022,0,0,missing,missing,missing,missing,missing,,0.9953,11.928,11.62,1.194,0.0691,504.966
cloverleaf,tcp,,8,sync,01,8,False,0.02,0,0,missing,missing,missing,missing,missing,,0.9957,11.461,11.147,1.216,0.0657,485.217
cloverleaf,tcp,,8,sync,02,8,False,0.002,0,0,missing,missing,missing,missing,missing,,0.9984,11.984,11.749,1.13,0.0397,507.327
cloverleaf,tcp,,8,sync,03,8,False,0.002,0,0,missing,missing,missing,missing,missing,,0.9415,11.107,10.9,1.868,0.2493,470.204
cloverleaf,tcp,,8,sync,04,8,False,0.002,0,0,missing,missing,missing,missing,missing,,0.9983,11.482,11.008,1.144,0.0408,486.071
cloverleaf,tcp,modoff,2,sync,00,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.399,2.384,1.012,0.006,101.546
cloverleaf,tcp,modoff,2,sync,01,2,False,0.0,0,0,missing,missing,missing,missing,missing,,0.9999,2.275,2.256,1.017,0.0084,96.317
cloverleaf,tcp,modoff,2,sync,02,2,False,0.0,0,0,missing,missing,missing,missing,missing,,0.9998,2.519,2.486,1.027,0.0135,106.651
cloverleaf,tcp,modoff,2,sync,03,2,False,0.0,0,0,missing,missing,missing,missing,missing,,0.9999,2.216,2.2,1.015,0.0076,93.83
cloverleaf,tcp,modoff,2,sync,04,2,False,0.001,0,0,missing,missing,missing,missing,missing,,1.0,2.438,2.426,1.01,0.005,103.197
cloverleaf,tcp,modoff,4,sync,00,4,False,0.021,0,0,missing,missing,missing,missing,missing,,0.9983,5.388,5.234,1.105,0.0412,228.097
cloverleaf,tcp,modoff,4,sync,01,4,False,0.001,0,0,missing,missing,missing,missing,missing,,0.9942,5.331,5.124,1.211,0.0764,225.68
cloverleaf,tcp,modoff,4,sync,02,4,False,0.001,0,0,missing,missing,missing,missing,missing,,0.9993,5.389,5.285,1.063,0.0255,228.134
cloverleaf,tcp,modoff,4,sync,03,4,False,0.002,0,0,missing,missing,missing,missing,missing,,0.9988,5.513,5.499,1.082,0.0341,233.406
cloverleaf,tcp,modoff,4,sync,04,4,False,0.001,0,0,missing,missing,missing,missing,missing,,0.9977,5.244,5.22,1.118,0.0482,222.004
cloverleaf,tcp,modoff,8,stagger,20,8,False,14.011,0,0,missing,missing,missing,missing,missing,,0.9921,11.761,11.256,1.309,0.0895,497.885
cloverleaf,tcp,modoff,8,stagger,21,8,False,14.012,0,0,missing,missing,missing,missing,missing,,0.9841,10.797,10.513,1.426,0.1269,457.072
cloverleaf,tcp,modoff,8,stagger,22,8,False,14.015,0,0,missing,missing,missing,missing,missing,,0.9963,10.881,10.685,1.182,0.0611,460.628
cloverleaf,tcp,modoff,8,stagger,23,8,False,14.011,0,0,missing,missing,missing,missing,missing,,0.9984,11.5,11.016,1.132,0.0402,486.863
cloverleaf,tcp,modoff,8,stagger,24,8,False,13.995,0,0,missing,missing,missing,missing,missing,,0.9964,10.745,10.197,1.18,0.0601,454.895
cloverleaf,tcp,modoff,8,sync,00,8,False,0.022,0,0,missing,missing,missing,missing,missing,,0.9953,11.928,11.62,1.194,0.0691,504.966
cloverleaf,tcp,modoff,8,sync,01,8,False,0.02,0,0,missing,missing,missing,missing,missing,,0.9957,11.461,11.147,1.216,0.0657,485.217
cloverleaf,tcp,modoff,8,sync,02,8,False,0.002,0,0,missing,missing,missing,missing,missing,,0.9984,11.984,11.749,1.13,0.0397,507.327
cloverleaf,tcp,modoff,8,sync,03,8,False,0.002,0,0,missing,missing,missing,missing,missing,,0.9415,11.107,10.9,1.868,0.2493,470.204
cloverleaf,tcp,modoff,8,sync,04,8,False,0.002,0,0,missing,missing,missing,missing,missing,,0.9983,11.482,11.008,1.144,0.0408,486.071
cloverleaf,ucx_host_rma,,2,sync,00,2,False,0.0,0,0,missing,missing,missing,missing,missing,,1.0,2.014,2.014,1.0,0.0,29.499
